paper_id,title,authors,published,file_path,json_file_path,extraction_status,sections_count,figures_count,tables_count,citations_count,error_message
2109.04008v1,Graph Based Network with Contextualized Representations of Turns in Dialogue,"Bongseok Lee, Yong Suk Choi",2021-09-09 03:09:08+00:00,././arvix_papers/2109.04008v1.pdf,extracted_data/2109.04008v1.json,Success,31,4,4,39,
2109.03336v1,Multi-Branch Deep Radial Basis Function Networks for Facial Emotion Recognition,"Fernanda Hernández-Luquin, Hugo Jair Escalante",2021-09-07 21:05:56+00:00,././arvix_papers/2109.03336v1.pdf,extracted_data/2109.03336v1.json,Success,18,26,4,55,
2109.03124v2,GANSER: A Self-supervised Data Augmentation Framework for EEG-based Emotion Recognition,"Zhi Zhang, Sheng-hua Zhong, Yan Liu",2021-09-07 14:42:55+00:00,././arvix_papers/2109.03124v2.pdf,extracted_data/2109.03124v2.json,Success,20,12,4,44,
2109.02915v1,Few-shot Learning in Emotion Recognition of Spontaneous Speech Using a Siamese Neural Network with Adaptive Sample Pair Formation,"Kexin Feng, Theodora Chaspari",2021-09-07 08:04:02+00:00,././arvix_papers/2109.02915v1.pdf,extracted_data/2109.02915v1.json,Success,15,7,1,51,
2110.15684v2,Fusing ASR Outputs in Joint Training for Speech Emotion Recognition,"Yuanchao Li, Peter Bell, Catherine Lai",2021-10-29 11:21:17+00:00,././arvix_papers/2110.15684v2.pdf,extracted_data/2110.15684v2.json,Success,11,2,7,22,
2110.15028v1,Facial Emotion Recognition: A multi-task approach using deep learning,"Aakash Saroop, Pathik Ghugare, Sashank Mathamsetty, Vaibhav Vasani",2021-10-28 11:23:00+00:00,././arvix_papers/2110.15028v1.pdf,extracted_data/2110.15028v1.json,Success,8,6,2,25,
2110.14957v1,End-to-End Speech Emotion Recognition: Challenges of Real-Life Emergency Call Centers Data Recordings,"Théo Deschamps-Berger, Lori Lamel, Laurence Devillers",2021-10-28 08:56:57+00:00,././arvix_papers/2110.14957v1.pdf,extracted_data/2110.14957v1.json,Success,20,12,0,23,
2111.00865v1,MEmoBERT: Pre-training Model with Prompt-based Learning for Multimodal Emotion Recognition,"Jinming Zhao, Ruichen Li, Qin Jin, Xinchao Wang, Haizhou Li",2021-10-27 09:57:00+00:00,././arvix_papers/2111.00865v1.pdf,extracted_data/2111.00865v1.json,Success,13,6,2,31,
2110.13708v1,TNTC: two-stream network with transformer-based complementarity for gait-based emotion recognition,"Chuanfei Hu, Weijie Sheng, Bo Dong, Xinde Li",2021-10-26 13:55:31+00:00,././arvix_papers/2110.13708v1.pdf,extracted_data/2110.13708v1.json,Success,11,9,5,21,
2110.13571v1,Emotion recognition in talking-face videos using persistent entropy and neural networks,"Eduardo Paluzo-Hidalgo, Guillermo Aguirre-Carrazana, Rocio Gonzalez-Diaz",2021-10-26 11:08:56+00:00,././arvix_papers/2110.13571v1.pdf,extracted_data/2110.13571v1.json,Success,8,13,2,46,
2110.10009v2,EEGminer: Discovering Interpretable Features of Brain Activity with Learnable Filters,"Siegfried Ludwig, Stylianos Bakas, Dimitrios A. Adamos, Nikolaos Laskaris, Yannis Panagakis, Stefanos Zafeiriou",2021-10-19 14:22:04+00:00,././arvix_papers/2110.10009v2.pdf,extracted_data/2110.10009v2.json,Success,22,22,2,52,
2110.09784v2,SSAST: Self-Supervised Audio Spectrogram Transformer,"Yuan Gong, Cheng-I Jeff Lai, Yu-An Chung, James Glass",2021-10-19 07:58:28+00:00,././arvix_papers/2110.09784v2.pdf,extracted_data/2110.09784v2.json,Success,23,9,11,34,
2110.08495v1,Hybrid Mutimodal Fusion for Dimensional Emotion Recognition,"Ziyu Ma, Fuyan Ma, Bin Sun, Shutao Li",2021-10-16 06:57:18+00:00,././arvix_papers/2110.08495v1.pdf,extracted_data/2110.08495v1.json,Success,12,4,15,34,
2110.08020v1,Multimodal Emotion-Cause Pair Extraction in Conversations,"Fanfan Wang, Zixiang Ding, Rui Xia, Zhaoyu Li, Jianfei Yu",2021-10-15 11:30:24+00:00,././arvix_papers/2110.08020v1.pdf,extracted_data/2110.08020v1.json,Success,19,8,1,43,
2110.07833v1,Span Detection for Aspect-Based Sentiment Analysis in Vietnamese,"Kim Thi-Thanh Nguyen, Sieu Khai Huynh, Luong Luc Phan, Phuc Huynh Pham, Duc-Vu Nguyen, Kiet Van Nguyen",2021-10-15 03:13:59+00:00,././arvix_papers/2110.07833v1.pdf,extracted_data/2110.07833v1.json,Success,24,13,8,24,
2110.09955v2,Positional-Spectral-Temporal Attention in 3D Convolutional Neural Networks for EEG Emotion Recognition,"Jiyao Liu, Yanxi Zhao, Hao Wu, Dongmei Jiang",2021-10-13 12:03:36+00:00,././arvix_papers/2110.09955v2.pdf,extracted_data/2110.09955v2.json,Success,15,13,4,41,
2110.06650v2,Multistage linguistic conditioning of convolutional layers for speech emotion recognition,"Andreas Triantafyllopoulos, Uwe Reichel, Shuo Liu, Stephan Huber, Florian Eyben, Björn W. Schuller",2021-10-13 11:28:04+00:00,././arvix_papers/2110.06650v2.pdf,extracted_data/2110.06650v2.json,Success,14,6,3,45,
2110.06553v2,Spatial-temporal Transformers for EEG Emotion Recognition,"Jiyao Liu, Hao Wu, Li Zhang, Yanxi Zhao",2021-10-13 08:08:57+00:00,././arvix_papers/2110.06553v2.pdf,extracted_data/2110.06553v2.json,Success,21,2,8,29,
2110.06462v3,Simultaneously exploring multi-scale and asymmetric EEG features for emotion recognition,"Yihan Wu, Min Xia, Li Nie, Yangsong Zhang, Andong Fan",2021-10-13 02:56:37+00:00,././arvix_papers/2110.06462v3.pdf,extracted_data/2110.06462v3.json,Success,17,14,7,37,
2110.06309v3,Exploring Wav2vec 2.0 fine-tuning for improved speech emotion recognition,"Li-Wei Chen, Alexander Rudnicky",2021-10-12 19:55:55+00:00,././arvix_papers/2110.06309v3.pdf,extracted_data/2110.06309v3.json,Success,14,2,9,29,
2110.05635v2,Real-time EEG-based Emotion Recognition using Discrete Wavelet Transforms on Full and Reduced Channel Signals,"Josef Bajada, Francesco Borg Bonello",2021-10-11 22:28:43+00:00,././arvix_papers/2110.05635v2.pdf,extracted_data/2110.05635v2.json,Success,22,22,6,46,
2110.05021v1,Cross Domain Emotion Recognition using Few Shot Knowledge Transfer,"Justin Olah, Sabyasachee Baruah, Digbalay Bose, Shrikanth Narayanan",2021-10-11 06:22:18+00:00,././arvix_papers/2110.05021v1.pdf,extracted_data/2110.05021v1.json,Success,18,7,8,28,
2110.04476v1,Label quality in AffectNet: results of crowd-based re-annotation,"Doo Yon Kim, Christian Wallraven",2021-10-09 06:48:08+00:00,././arvix_papers/2110.04476v1.pdf,extracted_data/2110.04476v1.json,Success,10,30,15,22,
2110.04425v1,Arabic Speech Emotion Recognition Employing Wav2vec2.0 and HuBERT Based on BAVED Dataset,"Omar Mohamed, Salah A. Aly",2021-10-09 00:58:12+00:00,././arvix_papers/2110.04425v1.pdf,extracted_data/2110.04425v1.json,Success,12,8,1,25,
2110.04249v2,Can AI detect pain and express pain empathy? A review from emotion recognition and a human-centered AI perspective,"Siqi Cao, Di Fu, Xu Yang, Stefan Wermter, Xun Liu, Haiyan Wu",2021-10-08 16:58:57+00:00,././arvix_papers/2110.04249v2.pdf,extracted_data/2110.04249v2.json,Success,21,6,30,120,
2110.04091v1,Affective Burst Detection from Speech using Kernel-fusion Dilated Convolutional Neural Networks,"Berkay Kopru, Engin Erzin",2021-10-08 12:40:43+00:00,././arvix_papers/2110.04091v1.pdf,extracted_data/2110.04091v1.json,Success,12,4,1,26,
2110.04042v1,Context-LGM: Leveraging Object-Context Relation for Context-Aware Object Recognition,"Mingzhou Liu, Xinwei Sun, Fandong Zhang, Yizhou Yu, Yizhou Wang",2021-10-08 11:31:58+00:00,././arvix_papers/2110.04042v1.pdf,extracted_data/2110.04042v1.json,Success,17,41,1,63,
2110.03435v1,Light-SERNet: A lightweight fully convolutional neural network for speech emotion recognition,"Arya Aftab, Alireza Morsali, Shahrokh Ghaemmaghami, Benoit Champagne",2021-10-07 13:16:31+00:00,././arvix_papers/2110.03435v1.pdf,extracted_data/2110.03435v1.json,Success,15,2,1,21,
2110.03414v1,SERAB: A multi-lingual benchmark for speech emotion recognition,"Neil Scheidwasser-Clow, Mikolaj Kegler, Pierre Beckmann, Milos Cernak",2021-10-07 13:01:34+00:00,././arvix_papers/2110.03414v1.pdf,extracted_data/2110.03414v1.json,Success,7,2,7,36,
2110.03299v4,End-To-End Label Uncertainty Modeling for Speech-based Arousal Recognition Using Bayesian Neural Networks,"Navin Raj Prabhu, Guillaume Carbajal, Nale Lehmann-Willenbrock, Timo Gerkmann",2021-10-07 09:34:28+00:00,././arvix_papers/2110.03299v4.pdf,extracted_data/2110.03299v4.json,Success,20,5,6,29,
2110.03007v2,Unsupervised Multimodal Language Representations using Convolutional Autoencoders,"Panagiotis Koromilas, Theodoros Giannakopoulos",2021-10-06 18:28:07+00:00,././arvix_papers/2110.03007v2.pdf,extracted_data/2110.03007v2.json,Success,11,1,8,23,
2111.13208v6,Evaluation of Interpretability for Deep Learning algorithms in EEG Emotion Recognition: A case study in Autism,"Juan Manuel Mayor-Torres, Sara Medina-DeVilliers, Tessa Clarkson, Matthew D. Lerner, Giuseppe Riccardi",2021-11-25 18:28:29+00:00,././arvix_papers/2111.13208v6.pdf,extracted_data/2111.13208v6.json,Success,26,8,1,70,
2111.12324v1,How Speech is Recognized to Be Emotional - A Study Based on Information Decomposition,"Haoran Sun, Lantian Li, Thomas Fang Zheng, Dong Wang",2021-11-24 08:15:53+00:00,././arvix_papers/2111.12324v1.pdf,extracted_data/2111.12324v1.json,Success,11,6,0,38,
2111.12082v2,PhysFormer: Facial Video-based Physiological Measurement with Temporal Difference Transformer,"Zitong Yu, Yuming Shen, Jingang Shi, Hengshuang Zhao, Philip Torr, Guoying Zhao",2021-11-23 18:57:11+00:00,././arvix_papers/2111.12082v2.pdf,extracted_data/2111.12082v2.json,Success,15,16,2,74,
2111.14262v1,Customizing an Affective Tutoring System Based on Facial Expression and Head Pose Estimation,"Mahdi Pourmirzaei, Gholam Ali Montazer, Ebrahim Mousavi",2021-11-21 13:06:56+00:00,././arvix_papers/2111.14262v1.pdf,extracted_data/2111.14262v1.json,Success,17,21,5,40,
2111.10803v2,Structure-Preserving Graph Kernel for Brain Network Classification,"Jun Yu, Zhaoming Kong, Aditya Kendre, Hao Peng, Carl Yang, Lichao Sun, Alex Leow, Lifang He",2021-11-21 12:03:19+00:00,././arvix_papers/2111.10803v2.pdf,extracted_data/2111.10803v2.json,Success,7,7,1,24,
2111.10776v3,A Case Study on the Independence of Speech Emotion Recognition in Bangla and English Languages using Language-Independent Prosodic Features,"Fardin Saad, Hasan Mahmud, Mohammad Ridwan Kabir, Md. Alamin Shaheen, Paresha Farastu, Md. Kamrul Hasan",2021-11-21 09:28:49+00:00,././arvix_papers/2111.10776v3.pdf,extracted_data/2111.10776v3.json,Success,11,20,15,48,
2111.08910v1,Information Fusion in Attention Networks Using Adaptive and Multi-level Factorized Bilinear Pooling for Audio-visual Emotion Recognition,"Hengshun Zhou, Jun Du, Yuanyuan Zhang, Qing Wang, Qing-Feng Liu, Chin-Hui Lee",2021-11-17 05:22:22+00:00,././arvix_papers/2111.08910v1.pdf,extracted_data/2111.08910v1.json,Success,19,26,4,78,
2111.08112v1,Biologically inspired speech emotion recognition,"Reza Lotfidereshgi, Philippe Gournay",2021-11-15 22:28:05+00:00,././arvix_papers/2111.08112v1.pdf,extracted_data/2111.08112v1.json,Success,11,4,1,19,
2111.07234v1,Speech Emotion Recognition System by Quaternion Nonlinear Echo State Network,"Fatemeh Daneshfar, Seyed Jahanshah Kabudian",2021-11-14 03:45:43+00:00,././arvix_papers/2111.07234v1.pdf,extracted_data/2111.07234v1.json,Success,29,29,16,131,
2111.07094v1,Speech Emotion Recognition Using Deep Sparse Auto-Encoder Extreme Learning Machine with a New Weighting Scheme and Spectro-Temporal Features Along with Classical Feature Selection and A New Quantum-Inspired Dimension Reduction Method,"Fatemeh Daneshfar, Seyed Jahanshah Kabudian",2021-11-13 11:09:38+00:00,././arvix_papers/2111.07094v1.pdf,extracted_data/2111.07094v1.json,Success,39,55,16,132,
2111.06181v1,Multilingual and Multilabel Emotion Recognition using Virtual Adversarial Training,Vikram Gupta,2021-11-11 12:47:44+00:00,././arvix_papers/2111.06181v1.pdf,extracted_data/2111.06181v1.json,Success,17,4,17,55,
2111.05890v1,Multimodal End-to-End Group Emotion Recognition using Cross-Modal Attention,Lev Evtodienko,2021-11-10 19:19:26+00:00,././arvix_papers/2111.05890v1.pdf,extracted_data/2111.05890v1.json,Success,12,2,2,38,
2111.05222v2,Cross Attentional Audio-Visual Fusion for Dimensional Emotion Recognition,"R. Gnana Praveen, Eric Granger, Patrick Cardinal",2021-11-09 16:01:56+00:00,././arvix_papers/2111.05222v2.pdf,extracted_data/2111.05222v2.json,Success,10,5,3,42,
2111.04352v1,Grassmannian learning mutual subspace method for image set recognition,"Lincon S. Souza, Naoya Sogi, Bernardo B. Gatto, Takumi Kobayashi, Kazuhiro Fukui",2021-11-08 09:16:36+00:00,././arvix_papers/2111.04352v1.pdf,extracted_data/2111.04352v1.json,Success,31,12,17,82,
2111.04129v1,Global-Local Attention for Emotion Recognition,"Nhat Le, Khanh Nguyen, Anh Nguyen, Bac Le",2021-11-07 17:11:50+00:00,././arvix_papers/2111.04129v1.pdf,extracted_data/2111.04129v1.json,Success,25,27,1,62,
2111.03715v1,Leveraging Sentiment Analysis Knowledge to Solve Emotion Detection Tasks,"Maude Nguyen-The, Guillaume-Alexandre Bilodeau, Jan Rockemann",2021-11-05 20:06:58+00:00,././arvix_papers/2111.03715v1.pdf,extracted_data/2111.03715v1.json,Success,15,5,11,23,
2111.02735v3,"A Fine-tuned Wav2vec 2.0/HuBERT Benchmark For Speech Emotion Recognition, Speaker Verification and Spoken Language Understanding","Yingzhi Wang, Abdelmoumene Boumadane, Abdelwahab Heba",2021-11-04 10:39:06+00:00,././arvix_papers/2111.02735v3.pdf,extracted_data/2111.02735v3.json,Success,10,3,7,39,
2111.02717v1,Facial Emotion Recognition using Deep Residual Networks in Real-World Environments,"Panagiotis Tzirakis, Dénes Boros, Elnar Hajiyev, Björn W. Schuller",2021-11-04 10:08:22+00:00,././arvix_papers/2111.02717v1.pdf,extracted_data/2111.02717v1.json,Success,15,0,6,22,
2111.02327v1,ML-PersRef: A Machine Learning-based Personalized Multimodal Fusion Approach for Referencing Outside Objects From a Moving Vehicle,"Amr Gomaa, Guillermo Reyes, Michael Feld",2021-11-03 16:22:17+00:00,././arvix_papers/2111.02327v1.pdf,extracted_data/2111.02327v1.json,Success,28,22,1,54,
2111.02273v2,Multi-Cue Adaptive Emotion Recognition Network,"Willams Costa, David Macêdo, Cleber Zanchettin, Lucas S. Figueiredo, Veronica Teichrieb",2021-11-03 15:08:55+00:00,././arvix_papers/2111.02273v2.pdf,extracted_data/2111.02273v2.json,Success,13,17,1,38,
2111.02172v1,A cross-modal fusion network based on self-attention and residual structure for multimodal emotion recognition,"Ziwang Fu, Feng Liu, Hanyang Wang, Jiayin Qi, Xiangling Fu, Aimin Zhou, Zhibin Li",2021-11-03 12:24:03+00:00,././arvix_papers/2111.02172v1.pdf,extracted_data/2111.02172v1.json,Success,14,2,6,27,
2112.14005v3,Towards Relatable Explainable AI with the Perceptual Process,"Wencan Zhang, Brian Y. Lim",2021-12-28 05:48:53+00:00,././arvix_papers/2112.14005v3.pdf,extracted_data/2112.14005v3.json,Success,36,32,4,117,
2112.13416v3,Attribute Inference Attack of Speech Emotion Recognition in Federated Learning Settings,"Tiantian Feng, Hanieh Hashemi, Rajat Hebbar, Murali Annavaram, Shrikanth S. Narayanan",2021-12-26 16:50:42+00:00,././arvix_papers/2112.13416v3.pdf,extracted_data/2112.13416v3.json,Success,25,11,14,46,
2112.13350v1,Novel Dual-Channel Long Short-Term Memory Compressed Capsule Networks for Emotion Recognition,"Ismail Shahin, Noor Hindawi, Ali Bou Nassif, Adi Alhudhaif, Kemal Polat",2021-12-26 10:37:35+00:00,././arvix_papers/2112.13350v1.pdf,extracted_data/2112.13350v1.json,Success,36,22,17,51,
2112.12994v1,"Toeplitz Least Squares Problems, Fast Algorithms and Big Data","Ali Eshragh, Oliver Di Pietro, Michael A. Saunders",2021-12-24 08:32:09+00:00,././arvix_papers/2112.12994v1.pdf,extracted_data/2112.12994v1.json,Success,27,27,0,29,
2112.12455v1,Your Face Mirrors Your Deepest Beliefs-Predicting Personality and Morals through Facial Emotion Recognition,"P. A. Gloor, A. Fronzetti Colladon, E. Altuntas, C. Cetinkaya, M. F. Kaiser, L. Ripperger, T. Schaefer",2021-12-23 10:46:51+00:00,././arvix_papers/2112.12455v1.pdf,extracted_data/2112.12455v1.json,Success,18,7,9,36,
2112.12389v1,S+PAGE: A Speaker and Position-Aware Graph Neural Network Model for Emotion Recognition in Conversation,"Chen Liang, Chong Yang, Jing Xu, Juyang Huang, Yongliang Wang, Yang Dong",2021-12-23 07:25:02+00:00,././arvix_papers/2112.12389v1.pdf,extracted_data/2112.12389v1.json,Success,24,14,1,32,
2112.12380v1,Temporal Analysis of Functional Brain Connectivity for EEG-based Emotion Recognition,"Ensieh Khazaei, Hoda Mohammadzade",2021-12-23 06:35:07+00:00,././arvix_papers/2112.12380v1.pdf,extracted_data/2112.12380v1.json,Success,21,8,5,38,
2112.12180v3,Multimodal Personality Recognition using Cross-Attention Transformer and Behaviour Encoding,"Tanay Agrawal, Dhruv Agarwal, Michal Balazia, Neelabh Sinha, Francois Bremond",2021-12-22 19:14:55+00:00,././arvix_papers/2112.12180v3.pdf,extracted_data/2112.12180v3.json,Success,18,4,4,23,
2112.11718v2,Hybrid Curriculum Learning for Emotion Recognition in Conversation,"Lin Yang, Yi Shen, Yue Mao, Longjun Cai",2021-12-22 08:02:58+00:00,././arvix_papers/2112.11718v2.pdf,extracted_data/2112.11718v2.json,Success,19,8,13,39,
2112.11202v2,Contrast and Generation Make BART a Good Dialogue Emotion Recognizer,"Shimin Li, Hang Yan, Xipeng Qiu",2021-12-21 13:38:00+00:00,././arvix_papers/2112.11202v2.pdf,extracted_data/2112.11202v2.json,Success,22,6,14,35,
2112.09596v2,Linguistic and Gender Variation in Speech Emotion Recognition using Spectral Features,"Zachary Dair, Ryan Donovan, Ruairi O'Reilly",2021-12-17 16:14:51+00:00,././arvix_papers/2112.09596v2.pdf,extracted_data/2112.09596v2.json,Success,12,1,4,31,
2112.08432v1,Expert and Crowd-Guided Affect Annotation and Prediction,"Ramanathan Subramanian, Yan Yan, Nicu Sebe",2021-12-15 19:20:04+00:00,././arvix_papers/2112.08432v1.pdf,extracted_data/2112.08432v1.json,Success,39,14,2,47,
2112.07192v5,Embedding-based Music Emotion Recognition Using Composite Loss,"Naoki Takashima, Frédéric Li, Marcin Grzegorzek, Kimiaki Shirahama",2021-12-14 06:54:08+00:00,././arvix_papers/2112.07192v5.pdf,extracted_data/2112.07192v5.json,Success,28,46,16,68,
2112.09069v1,Progressive Graph Convolution Network for EEG Emotion Recognition,"Yijin Zhou, Fu Li, Yang Li, Youshuo Ji, Guangming Shi, Wenming Zheng, Lijian Zhang, Yuanfang Chen, Rui Cheng",2021-12-14 03:30:13+00:00,././arvix_papers/2112.09069v1.pdf,extracted_data/2112.09069v1.json,Success,15,21,3,50,
2112.06603v1,Detecting Emotion Carriers by Combining Acoustic and Lexical Representations,"Sebastian P. Bayerl, Aniruddha Tammewar, Korbinian Riedhammer, Giuseppe Riccardi",2021-12-13 12:39:53+00:00,././arvix_papers/2112.06603v1.pdf,extracted_data/2112.06603v1.json,Success,15,12,1,30,
2112.06346v1,ValueNet: A New Dataset for Human Value Driven Dialogue System,"Liang Qiu, Yizhou Zhao, Jinchao Li, Pan Lu, Baolin Peng, Jianfeng Gao, Song-Chun Zhu",2021-12-12 23:02:52+00:00,././arvix_papers/2112.06346v1.pdf,extracted_data/2112.06346v1.json,Success,24,18,2,43,
2112.05938v1,Architectural Form and Affect: A Spatiotemporal Study of Arousal,"Emmanouil Xylakis, Antonios Liapis, Georgios N. Yannakakis",2021-12-11 09:46:16+00:00,././arvix_papers/2112.05938v1.pdf,extracted_data/2112.05938v1.json,Success,14,15,10,40,
2112.05851v4,Short and Long Range Relation Based Spatio-Temporal Transformer for Micro-Expression Recognition,"Liangfei Zhang, Xiaopeng Hong, Ognjen Arandjelovic, Guoying Zhao",2021-12-10 22:10:31+00:00,././arvix_papers/2112.05851v4.pdf,extracted_data/2112.05851v4.json,Success,28,15,2,75,
2112.05666v2,An Ensemble 1D-CNN-LSTM-GRU Model with Data Augmentation for Speech Emotion Recognition,"Md. Rayhan Ahmed, Salekul Islam, Ph. D, A. K. M. Muzahidul Islam, Ph. D, Swakkhar Shatabda, Ph. D",2021-12-10 16:57:53+00:00,././arvix_papers/2112.05666v2.pdf,extracted_data/2112.05666v2.json,Success,28,27,10,107,
2112.04975v1,Personalized musically induced emotions of not-so-popular Colombian music,"Juan Sebastián Gómez-Cañón, Perfecto Herrera, Estefanía Cano, Emilia Gómez",2021-12-09 15:12:49+00:00,././arvix_papers/2112.04975v1.pdf,extracted_data/2112.04975v1.json,Success,10,0,9,55,
2112.01938v2,Shapes of Emotions: Multimodal Emotion Recognition in Conversations via Emotion Shifts,"Harsh Agarwal, Keshav Bansal, Abhinav Joshi, Ashutosh Modi",2021-12-03 14:39:04+00:00,././arvix_papers/2112.01938v2.pdf,extracted_data/2112.01938v2.json,Success,13,9,3,37,
2112.01697v1,LMR-CBT: Learning Modality-fused Representations with CB-Transformer for Multimodal Emotion Recognition from Unaligned Multimodal Sequences,"Ziwang Fu, Feng Liu, Hanyang Wang, Siyuan Shen, Jiahao Zhang, Jiayin Qi, Xiangling Fu, Aimin Zhou",2021-12-03 03:43:18+00:00,././arvix_papers/2112.01697v1.pdf,extracted_data/2112.01697v1.json,Success,15,6,1,25,
2112.00702v2,Semi-supervised music emotion recognition using noisy student training and harmonic pitch class profiles,Hao Hao Tan,2021-12-01 18:25:51+00:00,././arvix_papers/2112.00702v2.pdf,extracted_data/2112.00702v2.json,Success,10,2,3,9,
2201.12705v1,A Robust Framework for Deep Learning Approaches to Facial Emotion Recognition and Evaluation,"Nyle Siddiqui, Rushit Dave, Tyler Bauer, Thomas Reither, Dylan Black, Mitchell Hanson",2022-01-30 02:10:01+00:00,././arvix_papers/2201.12705v1.pdf,extracted_data/2201.12705v1.json,Success,11,4,2,28,
2201.12055v2,Automated Feature Extraction on AsMap for Emotion Classification using EEG,"Md. Zaved Iqubal Ahmed, Nidul Sinha, Souvik Phadikar, Ebrahim Ghaderpour",2022-01-28 11:38:29+00:00,././arvix_papers/2201.12055v2.pdf,extracted_data/2201.12055v2.json,Success,17,13,8,42,
2201.11895v2,"""That's so cute!"": The CARE Dataset for Affective Response Detection","Jane Dwivedi-Yu, Alon Y. Halevy",2022-01-28 02:17:50+00:00,././arvix_papers/2201.11895v2.pdf,extracted_data/2201.11895v2.json,Success,27,7,16,54,
2201.11826v1,Sentiment-Aware Automatic Speech Recognition pre-training for enhanced Speech Emotion Recognition,"Ayoub Ghriss, Bo Yang, Viktor Rozgic, Elizabeth Shriberg, Chao Wang",2022-01-27 22:20:28+00:00,././arvix_papers/2201.11826v1.pdf,extracted_data/2201.11826v1.json,Success,13,3,7,25,
2201.11167v1,Artificial Emotional Intelligence in Socially Assistive Robots for Older Adults: A Pilot Study,"Hojjat Abdollahi, Mohammad H. Mahoor, Rohola Zandie, Jarid Siewierski, Sara H. Qualls",2022-01-26 20:11:48+00:00,././arvix_papers/2201.11167v1.pdf,extracted_data/2201.11167v1.json,Success,28,18,5,81,
2201.11095v1,Self-attention fusion for audiovisual emotion recognition with incomplete data,"Kateryna Chumachenko, Alexandros Iosifidis, Moncef Gabbouj",2022-01-26 18:04:29+00:00,././arvix_papers/2201.11095v1.pdf,extracted_data/2201.11095v1.json,Success,9,4,3,22,
2201.09933v2,Do Smart Glasses Dream of Sentimental Visions? Deep Emotionship Analysis for Eyewear Devices,"Yingying Zhao, Yuhu Chang, Yutian Lu, Yujiang Wang, Mingzhi Dong, Qin Lv, Robert P. Dick, Fan Yang, Tun Lu, Ning Gu, Li Shang",2022-01-24 19:52:26+00:00,././arvix_papers/2201.09933v2.pdf,extracted_data/2201.09933v2.json,Success,39,28,4,70,
2201.09165v1,A Pre-trained Audio-Visual Transformer for Emotion Recognition,"Minh Tran, Mohammad Soleymani",2022-01-23 03:09:16+00:00,././arvix_papers/2201.09165v1.pdf,extracted_data/2201.09165v1.json,Success,12,4,1,30,
2201.07876v1,Unsupervised Personalization of an Emotion Recognition System: The Unique Properties of the Externalization of Valence in Speech,"Kusha Sridhar, Carlos Busso",2022-01-19 22:14:49+00:00,././arvix_papers/2201.07876v1.pdf,extracted_data/2201.07876v1.json,Success,29,22,7,46,
2201.07781v1,Towards a General Deep Feature Extractor for Facial Expression Recognition,"Liam Schoneveld, Alice Othmani",2022-01-19 18:42:23+00:00,././arvix_papers/2201.07781v1.pdf,extracted_data/2201.07781v1.json,Success,12,2,1,18,
2201.06868v1,A Study on the Ambiguity in Human Annotation of German Oral History Interviews for Perceived Emotion Recognition and Sentiment Analysis,"Michael Gref, Nike Matthiesen, Sreenivasa Hikkal Venugopala, Shalaka Satheesh, Aswinkumar Vijayananth, Duc Bach Ha, Sven Behnke, Joachim Köhler",2022-01-18 10:53:07+00:00,././arvix_papers/2201.06868v1.pdf,extracted_data/2201.06868v1.json,Success,26,15,16,40,
2201.06309v1,Group Gated Fusion on Attention-based Bidirectional Alignment for Multimodal Emotion Recognition,"Pengfei Liu, Kun Li, Helen Meng",2022-01-17 09:46:59+00:00,././arvix_papers/2201.06309v1.pdf,extracted_data/2201.06309v1.json,Success,15,3,3,28,
2201.05834v1,Tailor Versatile Multi-modal Learning for Multi-label Emotion Recognition,"Yi Zhang, Mingyuan Chen, Jundong Shen, Chongjun Wang",2022-01-15 12:02:28+00:00,././arvix_papers/2201.05834v1.pdf,extracted_data/2201.05834v1.json,Success,13,14,2,56,
2201.05782v1,A Novel Multi-Task Learning Method for Symbolic Music Emotion Recognition,"Jibao Qiu, C. L. Philip Chen, Tong Zhang",2022-01-15 07:45:10+00:00,././arvix_papers/2201.05782v1.pdf,extracted_data/2201.05782v1.json,Success,23,9,11,19,
2201.03511v1,A study on cross-corpus speech emotion recognition and data augmentation,"Norbert Braunschweiler, Rama Doddipatla, Simon Keizer, Svetlana Stoyanchev",2022-01-10 18:08:24+00:00,././arvix_papers/2201.03511v1.pdf,extracted_data/2201.03511v1.json,Success,16,2,3,26,
2201.03967v3,Emotion Intensity and its Control for Emotional Voice Conversion,"Kun Zhou, Berrak Sisman, Rajib Rana, Björn W. Schuller, Haizhou Li",2022-01-10 02:11:25+00:00,././arvix_papers/2201.03967v3.pdf,extracted_data/2201.03967v3.json,Success,48,39,2,139,
2201.02710v1,A New Amharic Speech Emotion Dataset and Classification Benchmark,"Ephrem A. Retta, Eiad Almekhlafi, Richard Sutcliffe, Mustafa Mhamed, Haider Ali, Jun Feng",2022-01-07 23:50:34+00:00,././arvix_papers/2201.02710v1.pdf,extracted_data/2201.02710v1.json,Success,15,13,30,35,
2202.12948v1,DAGAM: A Domain Adversarial Graph Attention Model for Subject Independent EEG-Based Emotion Recognition,"Tao Xu, Wang Dang, Jiabao Wang, Yun Zhou",2022-02-27 08:02:07+00:00,././arvix_papers/2202.12948v1.pdf,extracted_data/2202.12948v1.json,Success,16,2,1,12,
2202.12703v2,Novel techniques for improving NNetEn entropy calculation for short and noisy time series,"Hanif Heidari, Andrei Velichko, Murugappan Murugappan, Muhammad E. H. Chowdhury",2022-02-25 14:01:13+00:00,././arvix_papers/2202.12703v2.pdf,extracted_data/2202.12703v2.json,Success,12,50,4,54,
